id,original_text,file,line,widget_or_context
"65c2fde802b5","$_uploadedCount فصل آپلود شده","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",488,"'$_uploadedCount فصل آپلود شده',"
"06a306d71b78","افزودن","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",507,"label"
"25528c1f3c95","در حال آپلود... ($_uploadedCount/${_chapters.length})","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",578,"Text"
"bd175e9c0058","آپلود ${_chapters.length} فصل","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",582,"'آپلود ${_chapters.length} فصل',"
"09a668f57868","فایل‌های صوتی را انتخاب کنید","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",608,"'فایل‌های صوتی را انتخاب کنید',"
"04a111f6a6c9","می‌توانید چندین فایل را همزمان انتخاب کنید","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",616,"'می‌توانید چندین فایل را همزمان انتخاب کنید',"
"6282bc3409bd","انتخاب فایل‌ها","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",633,"label"
"4d5565f709f1","فرمت‌های مجاز","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",654,"'فرمت‌های مجاز',"
"e63fe06db811","MP3 یا M4A • حداکثر ${AudioValidator.kServerMaxFileSizeMB} مگابایت • حداکثر ۲۴۰ دقیقه","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",664,"'MP3 یا M4A • حداکثر ${AudioValidator.kServerMa..."
"cc9e46476d6a","رایگان","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",760,"'رایگان',"
"351b4873350f","خطا","lib/screens/admin/admin_bulk_chapter_upload_screen.dart",769,"'خطا',"
"23ad0db7bd8e","مدیریت دسته‌بندی‌ها","lib/screens/admin/admin_categories_screen.dart",48,"title"
"77e75f21b0ea","کتاب‌ها","lib/screens/admin/admin_categories_screen.dart",65,"Tab(icon: Icon(Icons.menu_book), text: 'کتاب‌ها'),"
"fdf3bb1745eb","موسیقی","lib/screens/admin/admin_categories_screen.dart",66,"Tab(icon: Icon(Icons.music_note), text: 'موسیقی'),"
"c09c3a78a95f","خطا: $e","lib/screens/admin/admin_categories_screen.dart",98,"error: (e, _) => Center(child: Text('خطا: $e', ..."
"269b62642412","دسته‌بندی کتاب یافت نشد","lib/screens/admin/admin_categories_screen.dart",110,"child: Text('دسته‌بندی کتاب یافت نشد', style: T..."
"7de7010d2dc3","غیرفعال","lib/screens/admin/admin_categories_screen.dart",133,"title"
"ae2ec4d2ad80","فعال","lib/screens/admin/admin_categories_screen.dart",133,"title"
"5f71da746021","خطا: $e","lib/screens/admin/admin_categories_screen.dart",157,"error: (e, _) => Center(child: Text('خطا: $e', ..."
"a26c80594a0b","سبک موسیقی یافت نشد","lib/screens/admin/admin_categories_screen.dart",174,"const Text('سبک موسیقی یافت نشد', style: TextSt..."
"080fb90626f7","افزودن سبک جدید","lib/screens/admin/admin_categories_screen.dart",179,"label"
"097f2befb450","غیرفعال","lib/screens/admin/admin_categories_screen.dart",209,"(cat['is_active'] as bool?) == true ? 'فعال' : ..."
"df9278767c1e","فعال","lib/screens/admin/admin_categories_screen.dart",209,"(cat['is_active'] as bool?) == true ? 'فعال' : ..."
"51a5249affa7","ویرایش دسته‌بندی کتاب","lib/screens/admin/admin_categories_screen.dart",251,"title"
"8e92c0dfb464","افزودن دسته‌بندی کتاب","lib/screens/admin/admin_categories_screen.dart",251,"title"
"4ee0a9d2166c","نام دسته‌بندی","lib/screens/admin/admin_categories_screen.dart",258,"labelText"
"119d73324493","فعال","lib/screens/admin/admin_categories_screen.dart",266,"title"
"0b78cc152610","انصراف","lib/screens/admin/admin_categories_screen.dart",274,"TextButton"
"011f2a30ad2a","افزودن","lib/screens/admin/admin_categories_screen.dart",275,"ElevatedButton"
"bf22ba285497","ذخیره","lib/screens/admin/admin_categories_screen.dart",275,"ElevatedButton"
"48a694d58b4a","ذخیره شد","lib/screens/admin/admin_categories_screen.dart",296,"SnackBar"
"ee2f8009715c","این دسته‌بندی یا نام مشابه آن از قبل وجود دارد.","lib/screens/admin/admin_categories_screen.dart",303,"content"
"b2f977b7b094","خطا: ${e.message}","lib/screens/admin/admin_categories_screen.dart",309,"SnackBar"
"352bf2092679","خطا: $e","lib/screens/admin/admin_categories_screen.dart",312,"SnackBar"
"d254a0fb8e05","ویرایش سبک موسیقی","lib/screens/admin/admin_categories_screen.dart",330,"category == null ? 'افزودن سبک موسیقی' : 'ویرای..."
"b41e8896ee8e","افزودن سبک موسیقی","lib/screens/admin/admin_categories_screen.dart",330,"category == null ? 'افزودن سبک موسیقی' : 'ویرای..."
"b8fa044e58c2","آیکون (ایموجی)","lib/screens/admin/admin_categories_screen.dart",359,"labelText"
"ff8a9cb70440","نام فارسی *","lib/screens/admin/admin_categories_screen.dart",374,"labelText"
"45d774de2f6a","مثال: پاپ","lib/screens/admin/admin_categories_screen.dart",375,"hintText"
"2a6a664a7f36","نام انگلیسی (اختیاری)","lib/screens/admin/admin_categories_screen.dart",385,"labelText"
"4be564a0e523","فعال","lib/screens/admin/admin_categories_screen.dart",395,"title"
"11a2496b6e4a","نمایش در لیست انتخاب","lib/screens/admin/admin_categories_screen.dart",396,"title"
"eef83f1524af","انصراف","lib/screens/admin/admin_categories_screen.dart",405,"TextButton"
"b531f3926d7c","افزودن","lib/screens/admin/admin_categories_screen.dart",406,"ElevatedButton"
"09c94cd95509","ذخیره","lib/screens/admin/admin_categories_screen.dart",406,"ElevatedButton"
"0ef748443cdc","ذخیره شد","lib/screens/admin/admin_categories_screen.dart",428,"SnackBar"
"864dab35196b","این سبک موسیقی یا نام مشابه آن از قبل وجود دارد.","lib/screens/admin/admin_categories_screen.dart",435,"content"
"17802e14fdb4","خطا: ${e.message}","lib/screens/admin/admin_categories_screen.dart",441,"SnackBar"
"b9ca3fbfccb5","خطا: $e","lib/screens/admin/admin_categories_screen.dart",444,"SnackBar"
"7cc4de349ab2","حذف دسته‌بندی","lib/screens/admin/admin_categories_screen.dart",454,"title"
"891eebb9cdd5","آیا مطمئن هستید؟ این عملیات قابل بازگشت نیست.","lib/screens/admin/admin_categories_screen.dart",455,"content"
"193c1da85adc","انصراف","lib/screens/admin/admin_categories_screen.dart",457,"TextButton"
"ddfd4f3bc2b6","حذف","lib/screens/admin/admin_categories_screen.dart",458,"ElevatedButton"
"eab0ac1d972a","حذف شد","lib/screens/admin/admin_categories_screen.dart",467,"SnackBar"
"6e88db013b09","خطا: $e","lib/screens/admin/admin_categories_screen.dart",469,"SnackBar"
"53e3a2223290","حذف سبک موسیقی","lib/screens/admin/admin_categories_screen.dart",479,"title"
"4aefd2b59a93","آیا مطمئن هستید؟ این عملیات قابل بازگشت نیست.","lib/screens/admin/admin_categories_screen.dart",480,"content"
"aefbfc934b83","انصراف","lib/screens/admin/admin_categories_screen.dart",482,"TextButton"
"f9aca620851e","حذف","lib/screens/admin/admin_categories_screen.dart",483,"ElevatedButton"
"bd85909bbb3e","حذف شد","lib/screens/admin/admin_categories_screen.dart",492,"SnackBar"
"33a83459d6f6","خطا: $e","lib/screens/admin/admin_categories_screen.dart",494,"SnackBar"
"7e71117707b4","شناسه کتاب نامعتبر است","lib/screens/admin/admin_chapter_management_screen.dart",90,"_error = 'شناسه کتاب نامعتبر است';"
"3a9674bfe6e5","خطا در بارگذاری فصل‌ها: $e","lib/screens/admin/admin_chapter_management_screen.dart",121,"_error = 'خطا در بارگذاری فصل‌ها: $e';"
"e8bc4ab61065","ترتیب فصل‌ها ذخیره شد","lib/screens/admin/admin_chapter_management_screen.dart",260,"content"
"34004ab4a7a1","خطا در ذخیره ترتیب: $e","lib/screens/admin/admin_chapter_management_screen.dart",269,"_error = 'خطا در ذخیره ترتیب: $e';"
"331e00572652","ویرایش فصل","lib/screens/admin/admin_chapter_management_screen.dart",288,"title"
"0e777b50dd1d","عنوان فصل (فارسی) *","lib/screens/admin/admin_chapter_management_screen.dart",298,"labelText"
"09298b71ae84","مثال: فصل اول - آغاز داستان","lib/screens/admin/admin_chapter_management_screen.dart",299,"hintText"
"0f02a420cd2d","عنوان انگلیسی (اختیاری)","lib/screens/admin/admin_chapter_management_screen.dart",308,"labelText"
"7235496b971e","نمونه رایگان","lib/screens/admin/admin_chapter_management_screen.dart",325,"const Text('نمونه رایگان'),"
"2ecf11df2d14","فصل‌های نمونه برای همه کاربران قابل پخش است","lib/screens/admin/admin_chapter_management_screen.dart",335,"'فصل‌های نمونه برای همه کاربران قابل پخش است',"
"d0dd3546945c","انصراف","lib/screens/admin/admin_chapter_management_screen.dart",347,"child: const Text('انصراف'),"
"0cb597be345c","عنوان فارسی الزامی است","lib/screens/admin/admin_chapter_management_screen.dart",354,"content"
"5d46370dea64","ذخیره","lib/screens/admin/admin_chapter_management_screen.dart",368,"child: const Text('ذخیره'),"
"0d71096dbca9","فصل ویرایش شد","lib/screens/admin/admin_chapter_management_screen.dart",392,"content"
"ebda167f01f8","خطا در ویرایش: $e","lib/screens/admin/admin_chapter_management_screen.dart",401,"content"
"b8aa472f5e9a","حذف فصل","lib/screens/admin/admin_chapter_management_screen.dart",422,"Text"
"0a7d03452649","آیا از حذف ""${(chapter[","lib/screens/admin/admin_chapter_management_screen.dart",426,"'آیا از حذف ""${(chapter['title_fa'] as String?)..."
"ee1cfc367e05","}"" اطمینان دارید?

","lib/screens/admin/admin_chapter_management_screen.dart",426,"'آیا از حذف ""${(chapter['title_fa'] as String?)..."
"f9d58f0a8039","${(chapter['title_fa'] as String?) ?? 'این فصل'}","lib/screens/admin/admin_chapter_management_screen.dart",426,"'آیا از حذف ""${(chapter['title_fa'] as String?)..."
"e2cce59c611d","این عمل غیرقابل بازگشت است و فایل صوتی نیز حذف خواهد شد.","lib/screens/admin/admin_chapter_management_screen.dart",427,"'این عمل غیرقابل بازگشت است و فایل صوتی نیز حذف..."
"7df8294a8fa3","انصراف","lib/screens/admin/admin_chapter_management_screen.dart",432,"child: const Text('انصراف'),"
"4ae3d56d09ec","حذف","lib/screens/admin/admin_chapter_management_screen.dart",439,"child: const Text('حذف'),"
"570c7992f5d0","فصل حذف شد","lib/screens/admin/admin_chapter_management_screen.dart",476,"content"
"11619fffdc74","خطا در حذف: $e","lib/screens/admin/admin_chapter_management_screen.dart",485,"content"
"8938b6b8c8ba","بدون عنوان","lib/screens/admin/admin_chapter_management_screen.dart",507,"final chapterTitle = (chapter['title_fa'] as St..."
"de7e6fdf9e67","خطا در خواندن فایل","lib/screens/admin/admin_chapter_management_screen.dart",532,"setState(() => _error = 'خطا در خواندن فایل');"
"b0122bd43539","فصل با موفقیت اضافه شد","lib/screens/admin/admin_chapter_management_screen.dart",627,"content"
"7b0622bd8078","خطا در آپلود: $e","lib/screens/admin/admin_chapter_management_screen.dart",634,"setState(() => _error = 'خطا در آپلود: $e');"
"b902d49f5cc0","خطای فایل صوتی","lib/screens/admin/admin_chapter_management_screen.dart",655,"Text"
"80b0b2314f8a","متوجه شدم","lib/screens/admin/admin_chapter_management_screen.dart",662,"child: const Text('متوجه شدم'),"
"42e873a58175","اطلاعات فصل","lib/screens/admin/admin_chapter_management_screen.dart",682,"title"
"8d22ed7207a5","عنوان فصل (فارسی) *","lib/screens/admin/admin_chapter_management_screen.dart",715,"labelText"
"3ee01177171f","مثال: فصل اول - آغاز داستان","lib/screens/admin/admin_chapter_management_screen.dart",716,"hintText"
"3882305739c2","عنوان انگلیسی (اختیاری)","lib/screens/admin/admin_chapter_management_screen.dart",723,"labelText"
"f948f4a45d5d","نمونه رایگان","lib/screens/admin/admin_chapter_management_screen.dart",736,"const Text('نمونه رایگان'),"
"1bc873a53b46","فصل‌های نمونه برای همه کاربران قابل پخش است","lib/screens/admin/admin_chapter_management_screen.dart",739,"const Text('فصل‌های نمونه برای همه کاربران قابل..."
"9549b67ce837","انصراف","lib/screens/admin/admin_chapter_management_screen.dart",744,"TextButton"
"bfd398d512fd","عنوان فارسی الزامی است","lib/screens/admin/admin_chapter_management_screen.dart",749,"SnackBar"
"eb622ab47328","تایید","lib/screens/admin/admin_chapter_management_screen.dart",759,"child: const Text('تایید'),"
"cafbf0192438","مدیریت فصل‌ها","lib/screens/admin/admin_chapter_management_screen.dart",780,"'مدیریت فصل‌ها',"
"3152179e460f","شماره ترتیب هر فصل را وارد کنید یا فصل‌ها را بکشید","lib/screens/admin/admin_chapter_management_screen.dart",817,"'شماره ترتیب هر فصل را وارد کنید یا فصل‌ها را ب..."
"88eaf1ea6df9","در حال آپلود: $_uploadingChapterName","lib/screens/admin/admin_chapter_management_screen.dart",872,"'در حال آپلود: $_uploadingChapterName',"
"dc8170352193","هنوز فصلی اضافه نشده","lib/screens/admin/admin_chapter_management_screen.dart",933,"'هنوز فصلی اضافه نشده',"
"69116cbc8dad","از دکمه زیر برای افزودن فصل استفاده کنید","lib/screens/admin/admin_chapter_management_screen.dart",941,"'از دکمه زیر برای افزودن فصل استفاده کنید',"
"ee77c98b1242","بدون عنوان","lib/screens/admin/admin_chapter_management_screen.dart",1019,"(chapter['title_fa'] as String?) ?? 'بدون عنوان',"
